Região - Sigla;Estado - Sigla;Município;Revenda;Instalação - Código;Produto;Data da Coleta;Valor de Compra;Valor de Venda;Unidade de Medida;Bandeira
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL;03/01/2018;;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL;03/01/2018;2.832;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL;03/01/2018;;3.379;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL;03/01/2018;;3.249;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL;03/01/2018;2.83;3.239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;DIESEL;03/01/2018;;3.19;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL;03/01/2018;3.031;3.279;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL;03/01/2018;2.9905;3.37;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL;03/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL;03/01/2018;2.81;3.149;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;DIESEL;03/01/2018;2.74;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL;03/01/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL;03/01/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;DIESEL;10/01/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.;202301;DIESEL;10/01/2018;;3.259;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL;10/01/2018;;3.149;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;DIESEL;10/01/2018;;3.159;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;DIESEL;10/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;DIESEL;10/01/2018;2.87;3.159;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL;10/01/2018;;3.377;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL;10/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ZAFANI RIO PRETO LTDA;35757;DIESEL;10/01/2018;;3.288;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;DIESEL;10/01/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;DIESEL;10/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;DIESEL;10/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO SAO DOMINGOS RIO PRETO LTDA;35659;DIESEL;10/01/2018;;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL;10/01/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;DIESEL;17/01/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL;17/01/2018;;3.249;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;DIESEL;17/01/2018;;3.159;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;DIESEL;17/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;DIESEL;17/01/2018;;3.159;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL;17/01/2018;;3.399;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL;17/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ZAFANI RIO PRETO LTDA;35757;DIESEL;17/01/2018;3.0064;3.288;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;DIESEL;17/01/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;DIESEL;17/01/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL;17/01/2018;;3.239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;DIESEL;17/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;DIESEL;17/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO SAO DOMINGOS RIO PRETO LTDA;35659;DIESEL;17/01/2018;;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL;17/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL;23/01/2018;;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL;23/01/2018;2.8481;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL;23/01/2018;;3.379;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL;23/01/2018;3.01;3.249;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL;23/01/2018;2.842;3.239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;DIESEL;23/01/2018;;3.199;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL;23/01/2018;3.023;3.139;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL;23/01/2018;3;3.379;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL;23/01/2018;2.9865;3.37;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;DIESEL;23/01/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL;23/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL;23/01/2018;;3.149;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;DIESEL;23/01/2018;2.84;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL;23/01/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL;23/01/2018;2.9565;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL;31/01/2018;;3.497;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL;31/01/2018;;3.139;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL;31/01/2018;2.833;3.259;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;DIESEL;31/01/2018;;3.299;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL;31/01/2018;;3.139;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL;31/01/2018;;3.379;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL;31/01/2018;;3.375;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;DIESEL;31/01/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL;31/01/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;DIESEL;31/01/2018;;3.159;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL;31/01/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;DIESEL;31/01/2018;2.84;3.239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL;31/01/2018;;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL;31/01/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;DIESEL;07/02/2018;2.858;3.139;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL;07/02/2018;;3.249;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;DIESEL;07/02/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL;07/02/2018;3.068;3.399;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL;07/02/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;DIESEL;07/02/2018;2.8209;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;DIESEL;07/02/2018;;3.219;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;PERES & PERES LTDA;35664;DIESEL;07/02/2018;;3.349;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANAHATA LTDA.;35596;DIESEL;07/02/2018;2.93;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL;07/02/2018;;3.239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;DIESEL;07/02/2018;2.999;3.279;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;DIESEL;07/02/2018;2.92;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;DIESEL;07/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL;07/02/2018;2.831;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL;07/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL;07/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL;15/02/2018;;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL;15/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL;15/02/2018;2.838;3.239;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;DIESEL;15/02/2018;;3.19;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL;15/02/2018;;3.019;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;DIESEL;15/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL;15/02/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;DIESEL;15/02/2018;;3.159;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL;15/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;DIESEL;15/02/2018;2.824;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL;15/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;DIESEL;21/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;DIESEL;21/02/2018;;3.139;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;DIESEL;21/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;DIESEL;21/02/2018;;3.139;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL;21/02/2018;2.9652;3.399;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL;21/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;DIESEL;21/02/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;DIESEL;21/02/2018;;3.099;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANAHATA LTDA.;35596;DIESEL;21/02/2018;2.867;3.239;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL;21/02/2018;2.905;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;DIESEL;21/02/2018;2.761;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;DIESEL;21/02/2018;2.914;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;DIESEL;21/02/2018;;3.139;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;DIESEL;21/02/2018;;3.099;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL;21/02/2018;2.7909;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL;21/02/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL;21/02/2018;;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL;28/02/2018;;3.209;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL;28/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL;28/02/2018;;3.249;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL;28/02/2018;2.726;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;DIESEL;28/02/2018;2.9328;3.299;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL;28/02/2018;2.953;3.379;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;DIESEL;28/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL;28/02/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;DIESEL;28/02/2018;;3.079;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL;28/02/2018;;3.129;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;DIESEL;28/02/2018;2.824;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL;28/02/2018;;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL;28/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;A P PALACE LTDA;35728;DIESEL;07/03/2018;2.839;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.;202301;DIESEL;07/03/2018;;3.259;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL;07/03/2018;;3.25;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ELDORADO RIO PRETO LTDA;35684;DIESEL;07/03/2018;;3.139;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FORTUNATO LTDA;35637;DIESEL;07/03/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA;35742;DIESEL;07/03/2018;;3.099;R$ / litro;ALE COMBUSTÍVEIS
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL;07/03/2018;2.9604;3.399;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL;07/03/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VIP RIO PRETO LTDA;35605;DIESEL;07/03/2018;2.9871;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;DIESEL;07/03/2018;2.9731;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;DIESEL;07/03/2018;;3.099;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANAHATA LTDA.;35596;DIESEL;07/03/2018;;3.159;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL;07/03/2018;;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI MATEC LTDA;35631;DIESEL;07/03/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI VISAO FUTURO LTDA;35677;DIESEL;07/03/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;DIESEL;07/03/2018;;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL;07/03/2018;;3.219;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL;07/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL;14/03/2018;2.786;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL;14/03/2018;;3.199;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL;14/03/2018;2.748;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO NARANJÃO LTDA.;186703;DIESEL;14/03/2018;2.9743;3.299;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL;14/03/2018;;3.059;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL;14/03/2018;2.936;3.379;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL;14/03/2018;2.9359;3.375;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;BIAL AUTO POSTO LTDA;35622;DIESEL;14/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL;14/03/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;IRMAOS PORCINI - RIO PRETO LTDA.;35681;DIESEL;14/03/2018;;3.079;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL;14/03/2018;;3.129;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - YANTRA LTDA;35635;DIESEL;14/03/2018;2.748;3.159;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL;14/03/2018;;3.099;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL;14/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL;20/03/2018;;3.249;R$ / litro;BRANCA
