Região - Sigla;Estado - Sigla;Município;Revenda;Instalação - Código;Produto;Data da Coleta;Valor de Compra;Valor de Venda;Unidade de Medida;Bandeira
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL S10;23/01/2018;3.1384;3.349;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL S10;23/01/2018;2.924;3.329;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;DIESEL S10;23/01/2018;3.035;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;DIESEL S10;23/01/2018;;3.487;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL S10;23/01/2018;3.089;3.239;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL S10;23/01/2018;3.1;3.479;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL S10;23/01/2018;3.071;3.47;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VILA AZUL - RIO PRETO LTDA.;35620;DIESEL S10;23/01/2018;;3.209;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;DIESEL S10;23/01/2018;3.156;3.496;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL S10;23/01/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;DIESEL S10;23/01/2018;;3.497;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL S10;23/01/2018;2.973;3.239;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;DIESEL S10;23/01/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;DIESEL S10;23/01/2018;3.014;3.249;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL S10;23/01/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL S10;23/01/2018;3.0362;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;DIESEL S10;31/01/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL S10;31/01/2018;3.1576;3.597;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL S10;31/01/2018;;3.239;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL S10;31/01/2018;;3.279;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO IMPERIAL RIO PRETO LTDA.;35634;DIESEL S10;31/01/2018;;3.487;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL S10;31/01/2018;2.884;3.359;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;DIESEL S10;31/01/2018;;3.499;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL S10;31/01/2018;;3.269;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL S10;31/01/2018;;3.479;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL S10;31/01/2018;;3.475;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO SALOME LTDA.;35732;DIESEL S10;31/01/2018;3.2071;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;DIESEL S10;31/01/2018;;3.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL S10;31/01/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;DIESEL S10;31/01/2018;;3.497;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL S10;31/01/2018;2.971;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;DIESEL S10;31/01/2018;;3.329;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;DIESEL S10;31/01/2018;3.014;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL S10;31/01/2018;;3.399;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL S10;31/01/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;DIESEL S10;07/02/2018;;3.499;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL S10;07/02/2018;;3.349;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FENIX RIO PRETO LTDA;35608;DIESEL S10;07/02/2018;;3.497;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FLORIDO - RIO PRETO LTDA.;35603;DIESEL S10;07/02/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MEDIANI PIRES LTDA;35761;DIESEL S10;07/02/2018;3.1162;3.495;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;DIESEL S10;07/02/2018;3.021;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL S10;07/02/2018;3.113;3.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL S10;07/02/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;DIESEL S10;07/02/2018;2.9112;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;DIESEL S10;07/02/2018;;3.259;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;PERES & PERES LTDA;35664;DIESEL S10;07/02/2018;;3.479;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL S10;07/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;DIESEL S10;07/02/2018;3;3.379;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL S10;07/02/2018;2.9102;3.359;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL S10;07/02/2018;;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL S10;07/02/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;DIESEL S10;15/02/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL S10;15/02/2018;;3.497;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL S10;15/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL S10;15/02/2018;;3.379;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO IMPERIAL RIO PRETO LTDA.;35634;DIESEL S10;15/02/2018;;3.487;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL S10;15/02/2018;3.015;3.359;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;DIESEL S10;15/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;DIESEL S10;15/02/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;DIESEL S10;15/02/2018;;3.487;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL S10;15/02/2018;;3.159;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO VILA AZUL - RIO PRETO LTDA.;35620;DIESEL S10;15/02/2018;;3.209;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;DIESEL S10;15/02/2018;;3.296;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL S10;15/02/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;DIESEL S10;15/02/2018;;3.397;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL S10;15/02/2018;2.98;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;DIESEL S10;15/02/2018;;3.329;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;DIESEL S10;15/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL S10;15/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;DIESEL S10;21/02/2018;;3.499;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FENIX RIO PRETO LTDA;35608;DIESEL S10;21/02/2018;;3.497;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO GENERAL LTDA;35784;DIESEL S10;21/02/2018;;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MEDIANI PIRES LTDA;35761;DIESEL S10;21/02/2018;3.029;3.395;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;DIESEL S10;21/02/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL S10;21/02/2018;2.9769;3.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL S10;21/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;DIESEL S10;21/02/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;DIESEL S10;21/02/2018;;3.199;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL S10;21/02/2018;3.012;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;DIESEL S10;21/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;DIESEL S10;21/02/2018;;3.199;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL S10;21/02/2018;2.8521;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL S10;21/02/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL S10;21/02/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;DIESEL S10;28/02/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CANAA RIO PRETO LTDA;35702;DIESEL S10;28/02/2018;;3.309;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL S10;28/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL S10;28/02/2018;;3.779;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL S10;28/02/2018;3.073;3.349;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL S10;28/02/2018;2.923;3.359;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;DIESEL S10;28/02/2018;2.918;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;DIESEL S10;28/02/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;DIESEL S10;28/02/2018;;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL S10;28/02/2018;3.047;3.479;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO SALOME LTDA.;35732;DIESEL S10;28/02/2018;;3.397;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;DIESEL S10;28/02/2018;;3.399;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL S10;28/02/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;DIESEL S10;28/02/2018;;3.297;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL S10;28/02/2018;2.857;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;DIESEL S10;28/02/2018;;3.329;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;DIESEL S10;28/02/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL S10;28/02/2018;;3.399;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL S10;28/02/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.;202301;DIESEL S10;07/03/2018;;3.359;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;DIESEL S10;07/03/2018;;3.499;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL S10;07/03/2018;2.913;3.35;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FENIX RIO PRETO LTDA;35608;DIESEL S10;07/03/2018;;3.497;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FLORIDO - RIO PRETO LTDA.;35603;DIESEL S10;07/03/2018;;3.447;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;DIESEL S10;07/03/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL S10;07/03/2018;3.041;3.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL S10;07/03/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;DIESEL S10;07/03/2018;3.0188;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;MARTINELI AUTO POSTO LTDA;35731;DIESEL S10;07/03/2018;;3.199;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL S10;07/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;DIESEL S10;07/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL S10;07/03/2018;;3.319;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL S10;07/03/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;DIESEL S10;14/03/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL S10;14/03/2018;2.8691;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL S10;14/03/2018;;3.379;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL S10;14/03/2018;3.063;3.299;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.;35614;DIESEL S10;14/03/2018;2.985;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAMARATI LIBERTY LTDA.;35595;DIESEL S10;14/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO M C RIO PRETO LTDA - ME;35644;DIESEL S10;14/03/2018;;3.099;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO MERCADÃO RIO PRETO LTDA.;35602;DIESEL S10;14/03/2018;;3.497;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PACOCAO KM 52 LTDA;191084;DIESEL S10;14/03/2018;;3.159;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PORCINO LTDA;35715;DIESEL S10;14/03/2018;3.03;3.479;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO POTI LTDA;35717;DIESEL S10;14/03/2018;3.0611;3.407;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;CURVA DA GALINHA AUTO POSTO LTDA;35736;DIESEL S10;14/03/2018;3.0367;3.259;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;FORTUNATO & ZAFANI LTDA;35655;DIESEL S10;14/03/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;PETRO BADY COMERCIO DE COMBUSTIVEIS LTDA;35652;DIESEL S10;14/03/2018;3.06;3.397;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - JAYA LTDA;35751;DIESEL S10;14/03/2018;2.91;3.299;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - STAR ALLIANCE LTDA;35624;DIESEL S10;14/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI PRAKASH LTDA;35626;DIESEL S10;14/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO JACARANDA - RIO PRETO LTDA;35662;DIESEL S10;14/03/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.;35701;DIESEL S10;14/03/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO CECAP LTDA;35722;DIESEL S10;20/03/2018;;3.499;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DORADAO RIO PRETO LTDA;35632;DIESEL S10;20/03/2018;;3.349;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO FLORIDO - RIO PRETO LTDA.;35603;DIESEL S10;20/03/2018;3.14;3.447;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PEROLA - RIO PRETO LTDA.;35636;DIESEL S10;20/03/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO PRIMAVERA MURCHID LTDA.;35609;DIESEL S10;20/03/2018;3.0589;3.499;R$ / litro;RAIZEN
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO RIO PIEDADE LTDA;35621;DIESEL S10;20/03/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;CHAPADI - AUTO POSTO LTDA;35766;DIESEL S10;20/03/2018;;3.229;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ECO POSTO AEROPORTO - EIRELI;35642;DIESEL S10;20/03/2018;;3.399;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;PERES & PERES LTDA;35664;DIESEL S10;20/03/2018;;3.479;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - ANANDA LTDA;35599;DIESEL S10;20/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO ITAMARATI - MARCOPOLO LTDA;35627;DIESEL S10;20/03/2018;;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO MONTE CARLO RIO PRETO LTDA;35633;DIESEL S10;20/03/2018;2.9018;3.299;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.;164533;DIESEL S10;20/03/2018;2.858;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;R PORCINI & CIA LTDA;35694;DIESEL S10;20/03/2018;;3.259;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;ROMANO MORGON ZANI & CIA LTDA;35705;DIESEL S10;20/03/2018;;3.349;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ANDORINHAS RIO PRETO LTDA;35707;DIESEL S10;29/03/2018;;3.399;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO DO IPE - RIO PRETO LTDA;35604;DIESEL S10;29/03/2018;;3.199;R$ / litro;BRANCA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO H. P. RIO PRETO EIRELI;35648;DIESEL S10;29/03/2018;;3.379;R$ / litro;IPIRANGA
SE;SP;SAO JOSE DO RIO PRETO;AUTO POSTO ITAIPU BASSITT LTDA;35666;DIESEL S10;29/03/2018;3.157;3.299;R$ / litro;RAIZEN
