Região - Sigla	Estado - Sigla	Município	Revenda	Produto	Data da Coleta	Valor de Compra	Valor de Venda	Unidade de Medida	Bandeira
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL	03/01/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL	03/01/2018	2,832	3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL	03/01/2018		3,379	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL	03/01/2018		3,249	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL	03/01/2018	2,83	3,239	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO NARANJÃO LTDA.	DIESEL	03/01/2018		3,19	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL	03/01/2018	3,031	3,279	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO POTI LTDA	DIESEL	03/01/2018	2,9905	3,37	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL	03/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL	03/01/2018	2,81	3,149	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - YANTRA LTDA	DIESEL	03/01/2018	2,74	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL	03/01/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL	03/01/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	A P PALACE LTDA	DIESEL	10/01/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.	DIESEL	10/01/2018		3,259	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL	10/01/2018		3,149	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ELDORADO RIO PRETO LTDA	DIESEL	10/01/2018		3,159	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FORTUNATO LTDA	DIESEL	10/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA	DIESEL	10/01/2018	2,87	3,159	R$ / litro	ALE COMBUSTÍVEIS
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL	10/01/2018		3,377	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL	10/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ZAFANI RIO PRETO LTDA	DIESEL	10/01/2018		3,288	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	ECO POSTO AEROPORTO LIMITADA	DIESEL	10/01/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI MATEC LTDA	DIESEL	10/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI VISAO FUTURO LTDA	DIESEL	10/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO SAO DOMINGOS RIO PRETO LTDA	DIESEL	10/01/2018		3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL	10/01/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	A P PALACE LTDA	DIESEL	17/01/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL	17/01/2018		3,249	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ELDORADO RIO PRETO LTDA	DIESEL	17/01/2018		3,159	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FORTUNATO LTDA	DIESEL	17/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA	DIESEL	17/01/2018		3,159	R$ / litro	ALE COMBUSTÍVEIS
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL	17/01/2018		3,399	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL	17/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ZAFANI RIO PRETO LTDA	DIESEL	17/01/2018	3,0064	3,288	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL	17/01/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ECO POSTO AEROPORTO LIMITADA	DIESEL	17/01/2018		3,399	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL	17/01/2018		3,239	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI MATEC LTDA	DIESEL	17/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI VISAO FUTURO LTDA	DIESEL	17/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO SAO DOMINGOS RIO PRETO LTDA	DIESEL	17/01/2018		3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL	17/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL	23/01/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL	23/01/2018	2,8481	3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO H. P. RIO PRETO EIRELI	DIESEL	23/01/2018		3,379	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL	23/01/2018	3,01	3,249	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL	23/01/2018	2,842	3,239	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO NARANJÃO LTDA.	DIESEL	23/01/2018		3,199	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL	23/01/2018	3,023	3,139	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL	23/01/2018	3	3,379	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO POTI LTDA	DIESEL	23/01/2018	2,9865	3,37	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	BIAL AUTO POSTO LTDA	DIESEL	23/01/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL	23/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL	23/01/2018		3,149	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - YANTRA LTDA	DIESEL	23/01/2018	2,84	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL	23/01/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL	23/01/2018	2,9565	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL	31/01/2018		3,497	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL	31/01/2018		3,139	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL	31/01/2018	2,833	3,259	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO NARANJÃO LTDA.	DIESEL	31/01/2018		3,299	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL	31/01/2018		3,139	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL	31/01/2018		3,379	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO POTI LTDA	DIESEL	31/01/2018		3,375	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	BIAL AUTO POSTO LTDA	DIESEL	31/01/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL	31/01/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	IRMAOS PORCINI - RIO PRETO LTDA	DIESEL	31/01/2018		3,159	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL	31/01/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - YANTRA LTDA	DIESEL	31/01/2018	2,84	3,239	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL	31/01/2018		3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL	31/01/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	A P PALACE LTDA	DIESEL	07/02/2018	2,858	3,139	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL	07/02/2018		3,249	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FORTUNATO LTDA	DIESEL	07/02/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL	07/02/2018	3,068	3,399	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL	07/02/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL	07/02/2018	2,8209	3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	MARTINELI AUTO POSTO LTDA	DIESEL	07/02/2018		3,219	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	PERES & PERES LTDA	DIESEL	07/02/2018		3,349	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANAHATA LTDA.	DIESEL	07/02/2018	2,93	3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL	07/02/2018		3,239	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - MARCOPOLO LTDA	DIESEL	07/02/2018	2,999	3,279	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI MATEC LTDA	DIESEL	07/02/2018	2,92	3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI VISAO FUTURO LTDA	DIESEL	07/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL	07/02/2018	2,831	3,259	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL	07/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL	07/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL	15/02/2018		3,397	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL	15/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL	15/02/2018	2,838	3,239	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO NARANJÃO LTDA.	DIESEL	15/02/2018		3,19	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL	15/02/2018		3,019	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	BIAL AUTO POSTO LTDA	DIESEL	15/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL	15/02/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	IRMAOS PORCINI - RIO PRETO LTDA	DIESEL	15/02/2018		3,159	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL	15/02/2018		3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - YANTRA LTDA	DIESEL	15/02/2018	2,824	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL	15/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	A P PALACE LTDA	DIESEL	21/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ELDORADO RIO PRETO LTDA	DIESEL	21/02/2018		3,139	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FORTUNATO LTDA	DIESEL	21/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA	DIESEL	21/02/2018		3,139	R$ / litro	ALE COMBUSTÍVEIS
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL	21/02/2018	2,9652	3,399	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL	21/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL	21/02/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	MARTINELI AUTO POSTO LTDA	DIESEL	21/02/2018		3,099	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANAHATA LTDA.	DIESEL	21/02/2018	2,867	3,239	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL	21/02/2018	2,905	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - MARCOPOLO LTDA	DIESEL	21/02/2018	2,761	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI MATEC LTDA	DIESEL	21/02/2018	2,914	3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI VISAO FUTURO LTDA	DIESEL	21/02/2018		3,139	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO MONTE CARLO RIO PRETO LTDA	DIESEL	21/02/2018		3,099	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL	21/02/2018	2,7909	3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	R PORCINI & CIA LTDA	DIESEL	21/02/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL	21/02/2018		3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO CANAA RIO PRETO LTDA	DIESEL	28/02/2018		3,209	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL	28/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL	28/02/2018		3,249	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL	28/02/2018	2,726	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO NARANJÃO LTDA.	DIESEL	28/02/2018	2,9328	3,299	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL	28/02/2018	2,953	3,379	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	BIAL AUTO POSTO LTDA	DIESEL	28/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL	28/02/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	IRMAOS PORCINI - RIO PRETO LTDA	DIESEL	28/02/2018		3,079	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL	28/02/2018		3,129	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - YANTRA LTDA	DIESEL	28/02/2018	2,824	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL	28/02/2018		3,299	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL	28/02/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	A P PALACE LTDA	DIESEL	07/03/2018	2,839	3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO BEIRA DO RIO - RIO PRETO LTDA.	DIESEL	07/03/2018		3,259	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL	07/03/2018		3,25	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ELDORADO RIO PRETO LTDA	DIESEL	07/03/2018		3,139	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FORTUNATO LTDA	DIESEL	07/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA	DIESEL	07/03/2018		3,099	R$ / litro	ALE COMBUSTÍVEIS
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL	07/03/2018	2,9604	3,399	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL	07/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO VIP RIO PRETO LTDA	DIESEL	07/03/2018	2,9871	3,199	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ECO POSTO AEROPORTO LIMITADA	DIESEL	07/03/2018	2,9731	3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	MARTINELI AUTO POSTO LTDA	DIESEL	07/03/2018		3,099	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANAHATA LTDA.	DIESEL	07/03/2018		3,159	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - ANANDA LTDA	DIESEL	07/03/2018		3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI MATEC LTDA	DIESEL	07/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI VISAO FUTURO LTDA	DIESEL	07/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO MONTE CARLO RIO PRETO LTDA	DIESEL	07/03/2018		3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO PALESTRA COMBUSTIVEIS - RIO PRETO LTDA.	DIESEL	07/03/2018		3,219	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	ROMANO MORGON ZANI & CIA LTDA	DIESEL	07/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DO IPE - RIO PRETO LTDA	DIESEL	14/03/2018	2,786	3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAIPU BASSITT LTDA	DIESEL	14/03/2018		3,199	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI - MITOCONDRIA LTDA.	DIESEL	14/03/2018	2,748	3,199	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO NARANJÃO LTDA.	DIESEL	14/03/2018	2,9743	3,299	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PACOCAO KM 52 LTDA	DIESEL	14/03/2018		3,059	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PORCINO LTDA	DIESEL	14/03/2018	2,936	3,379	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO POTI LTDA	DIESEL	14/03/2018	2,9359	3,375	R$ / litro	IPIRANGA
SE	SP	SAO JOSE DO RIO PRETO	BIAL AUTO POSTO LTDA	DIESEL	14/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	FORTUNATO & ZAFANI LTDA	DIESEL	14/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	IRMAOS PORCINI - RIO PRETO LTDA	DIESEL	14/03/2018		3,079	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI  JAYA LTDA	DIESEL	14/03/2018		3,129	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	POSTO ITAMARATI - YANTRA LTDA	DIESEL	14/03/2018	2,748	3,159	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	POSTO JACARANDA - RIO PRETO LTDA	DIESEL	14/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	VITÓRIA COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.	DIESEL	14/03/2018		3,299	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO DORADAO RIO PRETO LTDA	DIESEL	20/03/2018		3,249	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ELDORADO RIO PRETO LTDA	DIESEL	20/03/2018		3,139	R$ / litro	PETROBRAS DISTRIBUIDORA S.A.
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO FORTUNATO LTDA	DIESEL	20/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO ITAMARATI ABUNDÂNCIA LTDA	DIESEL	20/03/2018		3,099	R$ / litro	ALE COMBUSTÍVEIS
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO PRIMAVERA MURCHID LTDA.	DIESEL	20/03/2018	3,0219	3,399	R$ / litro	RAIZEN
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO RIO PIEDADE LTDA	DIESEL	20/03/2018		3,099	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	AUTO POSTO VIP RIO PRETO LTDA	DIESEL	20/03/2018		3,139	R$ / litro	BRANCA
SE	SP	SAO JOSE DO RIO PRETO	CHAPADI - AUTO POSTO LTDA	DIESEL	20/03/2018		3,129	R$ / litro	BRANCA
